,city,country,population,year
7709,La Plata,Argentina,208765.0,1991
3891,Najafabad,Iran,208647.0,2006
6164,Markham,Canada,208615.0,2001
3981,Khorramabad,Iran,208592.0,1986
4553,Kota Kinabalu,Malaysia,208484.0,1991
6279,Gilbert,United States,208414.0,2010
8528,Jacareí,Brazil,208297.0,2010
8519,Barueri,Brazil,208281.0,2000
1158,Toruń,Poland,208278.0,2005
7329,Guantánamo,Cuba,208145.0,2002
8791,Cumaná,Venezuela,208114.0,2000
115,Rennes,France,208033.0,2011
8802,Cabimas,Venezuela,207996.0,2000
168,Montpellier,France,207996.0,1990
2974,Bergen,Norway,207916.0,1987
2376,Eindhoven,Netherlands,207870.0,2004
2865,Tampere,Finland,207866.0,2007
5604,Pingtung,Taiwan,207862.0,2012
3723,Liaocheng,China,207844.0,1990
7328,Guantánamo,Cuba,207796.0,1994
2041,Zlatoust,Russia,207794.0,1989
2023,Kamensk-Ural'skij,Russia,207780.0,1989
8163,Paulista,Brazil,207708.0,1991
8499,Embu,Brazil,207663.0,2000
7165,Arlington,United States,207628.0,2010
7905,Maracanaú,Brazil,207623.0,2010
8041,Divinópolis,Brazil,207516.0,2010
1622,Chimki,Russia,207425.0,2010
9227,Yamoussoukro,Cote dIvoire,207412.0,2014
1947,Nal'čik,Russia,207406.0,1979
4751,Petropavlovsk,Kazakhstan,207402.0,2014
8378,São José,Brazil,207312.0,2010
4795,Kim Chaek,North Korea,207299.0,2008
4313,Rangpur,Bangladesh,207208.0,1991
7750,Paraná,Argentina,207041.0,1991
8512,Marília,Brazil,207021.0,2010
9456,Gondar,Ethiopia,206987.0,2007
8644,Rancagua,Chile,206971.0,2002
5886,Tepic,Mexico,206967.0,1990
396,Sabadell,Spain,206949.0,2011
4917,Qina,Egypt,206831.0,2006
2258,Charleroi,Belgium,206779.0,1990
4676,Atyrau,Kazakhstan,206679.0,2012
8781,Maturín,Venezuela,206654.0,1990
3335,Brighton and Hove,United Kingdom,206628.0,2001
2454,Oradea,Romania,206614.0,2002
7278,Colón,Panama,206553.0,2010
9100,Bauchi,Nigeria,206537.0,1991
2259,Charleroi,Belgium,206491.0,1995
9586,Nacala Porto,Mozambique,206449.0,2007
4866,Ashdod,Israel,206400.0,2009
113,Rennes,France,206229.0,1999
887,Pádova,Italy,206192.0,2011
6621,Boise City,United States,206105.0,2010
4708,Temirtau,Kazakhstan,206100.0,1995
5830,Buenavista,Mexico,206081.0,2010
3973,Abadan,Iran,206073.0,1996
4582,Khon Kaen,Thailand,206000.0,1990
1438,Ternopil´,Ukraine,206000.0,1989
1159,Toruń,Poland,205934.0,2009
9365,Zanzibar,Tanzania,205870.0,2002
8736,Puerto La Cruz,Venezuela,205866.0,2001
391,Badalona,Spain,205836.0,2001
8282,Mossoró,Brazil,205732.0,1996
8348,Gravataí,Brazil,205657.0,1996
6229,Montgomery,United States,205597.0,2010
3677,Haicheng,China,205560.0,1990
2186,Blagoveščensk,Russia,205553.0,1989
3844,Qianjiang,China,205504.0,1990
7355,Santa Clara,Cuba,205400.0,1994
7824,Tarija,Bolivia,205346.0,2012
2695,Kirikkale,Turkey,205078.0,2000
2455,Oradea,Romania,205077.0,2007
3443,Baiyin,China,204970.0,1990
4832,Biratnagar,Nepal,204949.0,2011
2381,Tilburg,Netherlands,204924.0,2010
3522,Beian,China,204899.0,1990
1304,Kielce,Poland,204891.0,2009
1160,Toruń,Poland,204847.0,2012
8722,Pucallpa,Peru,204772.0,2007
5136,Manbij,Syria,204766.0,2004
6145,Kitchener,Canada,204668.0,2006
8871,Biskra,Algeria,204661.0,2008
2624,Elazig,Turkey,204603.0,1990
5928,Tehuacán,Mexico,204598.0,2000
3976,Sanandaj,Iran,204537.0,1986
333,Santa Cruz de Tenerife,Spain,204476.0,2011
4095,Islamabad,Pakistan,204364.0,1981
4750,Petropavlovsk,Kazakhstan,204291.0,2012
7153,Richmond,United States,204247.0,2010
6666,Des Moines,United States,204192.0,2010
6688,Lexington,United States,204165.0,1980
9067,Mufulira,Zambia,204104.0,2000
6321,Santa Ana,United States,204023.0,1980
1447,Luts´k,Ukraine,204000.0,1990
331,Santa Cruz de Tenerife,Spain,203929.0,1994
1263,Gliwice,Poland,203814.0,2002
1538,Pskov,Russia,203789.0,1989
2262,Charleroi,Belgium,203753.0,2013
2612,Denizli,Turkey,203741.0,1990
4122,Sialkot,Pakistan,203650.0,1972
6225,Mobile,United States,203627.0,2000
4748,Petropavlovsk,Kazakhstan,203523.0,1999
7601,Bayamón,Puerto Rico,203499.0,2000
2261,Charleroi,Belgium,203495.0,2010
434,Móstoles,Spain,203493.0,2011
6347,Fremont,United States,203461.0,2000
8516,Presidente Prudente,Brazil,203375.0,2010
886,Pádova,Italy,203350.0,2001
9333,Songea,Tanzania,203309.0,2012
4865,Ashdod,Israel,203300.0,2006
1540,Pskov,Russia,203279.0,2010
1014,Cágliari,Italy,203254.0,1991
8138,Colombo,Brazil,203203.0,2010
6928,Fayetteville,United States,203199.0,2000
7151,Richmond,United States,203056.0,1990
515,Linz,Austria,203044.0,1991
4213,Turkmenabat,Turkmenistan,203000.0,1995
516,Linz,Austria,203000.0,1994
4912,Al Minya,Egypt,203000.0,1986
1267,Zabrze,Poland,203000.0,1990
6782,Jackson,United States,202895.0,1980
8248,Macaé,Brazil,202859.0,2010
6093,Burnaby,Canada,202799.0,2006
1539,Pskov,Russia,202780.0,2002
8536,Araraquara,Brazil,202730.0,2010
6262,Scottsdale,United States,202715.0,2000
5705,Tapachula,Mexico,202672.0,2010
9311,Dodoma,Tanzania,202665.0,1988
3964,Dezful,Iran,202639.0,1996
3071,Uppsala,Sweden,202625.0,2012
8287,Parnamirim,Brazil,202456.0,2010
1837,Ėngel's,Russia,202419.0,2010
8073,Santa Luzia,Brazil,202378.0,2010
6209,Saskatoon,Canada,202340.0,2006
9285,Tamale,Ghana,202317.0,2000
7900,Juazeiro do Norte,Brazil,202227.0,2000
4299,Mymensingh,Bangladesh,202194.0,1991
4680,Oral,Kazakhstan,202161.0,2009
899,Trieste,Italy,202123.0,2011
4641,Ha Long,Vietnam,201990.0,2009
4630,Qui Nhon,Vietnam,201912.0,1989
4142,Okara,Pakistan,201815.0,1998
1583,Podol'sk,Russia,201769.0,1979
7768,Neuquén,Argentina,201729.0,2001
303,Oviedo,Spain,201712.0,1994
6228,Montgomery,United States,201694.0,2000
7765,Posadas,Argentina,201663.0,1991
3918,Bandar Abbas,Iran,201642.0,1986
9055,Bukavu,Zaire,201569.0,1994
1506,Severodvinsk,Russia,201551.0,2002
8316,Novo Hamburgo,Brazil,201502.0,1991
4749,Petropavlovsk,Kazakhstan,201446.0,2009
4913,Al Minya,Egypt,201440.0,1996
6923,Winston-Salem,United States,201399.0,2000
4032,Kashan,Iran,201372.0,1996
1693,Yoshkar-Ola,Russia,201371.0,1979
9387,Maroua,Cameroon,201371.0,2005
1305,Kielce,Poland,201363.0,2012
990,Táranto,Italy,201349.0,2001
4009,Babol,Iran,201335.0,2006
4962,Lubuk Linggau,Indonesia,201308.0,2010
5907,Ciudad Santa Catarina,Mexico,201233.0,1995
7798,Oruro,Bolivia,201230.0,2001
1919,Berezniki,Russia,201213.0,1989
6360,Modesto,United States,201187.0,2010
304,Oviedo,Spain,201154.0,2001
8556,Cotia,Brazil,201150.0,2010
7244,León,Nicaragua,201100.0,2012
9500,Kisumu,Kenya,201100.0,1991
3987,Borujerd,Iran,201016.0,1991
1156,Toruń,Poland,201000.0,1990
3854,Khoy,Iran,200958.0,2011
5968,Los Mochis,Mexico,200906.0,2000
794,Erfurt,Germany,200868.0,2011
2260,Charleroi,Belgium,200827.0,2000
3612,Yixing,China,200824.0,1990
1692,Rybinsk,Russia,200771.0,2010
8552,Itapevi,Brazil,200769.0,2010
870,Bréscia,Italy,200722.0,1991
8026,Uberaba,Brazil,200705.0,1991
6929,Fayetteville,United States,200574.0,2010
442,Alcalá de Henares,Spain,200505.0,2011
1832,Balakovo,Russia,200470.0,2002
4125,Sargodha,Pakistan,200460.0,1972
6223,Mobile,United States,200452.0,1980
6712,Shreveport,United States,200410.0,2010
1264,Gliwice,Poland,200361.0,2005
763,Mainz,Germany,200344.0,2011
659,Rostock,Germany,200265.0,2011
991,Táranto,Italy,200154.0,2011
1476,Bila Tserkva,Ukraine,200131.0,2001
6711,Shreveport,United States,200028.0,2000
7077,Lubbock,United States,200003.0,2000
4084,Bojnurd,Iran,199791.0,2011
4635,Thai Nguyen,Vietnam,199732.0,2009
4004,Amol,Iran,199698.0,2006
1833,Balakovo,Russia,199690.0,2010
87,Prishtine,Kosovo,199654.0,1991
7864,Itabuna,Brazil,199643.0,2010
8564,Indaiatuba,Brazil,199592.0,2010
302,Oviedo,Spain,199549.0,1991
244,Saint-Étienne,France,199396.0,1990
2408,Banja Luka,Bosnia and Herzegovina,199191.0,2013
6665,Des Moines,United States,199173.0,2000
7156,Chesapeake,United States,199153.0,2000
432,Móstoles,Spain,199141.0,1994
2371,'s-Hertogenbosch,Netherlands,199127.0,1995
6958,Akron,United States,199092.0,2010
8283,Mossoró,Brazil,199081.0,2000
1475,Bila Tserkva,Ukraine,199000.0,1989
4151,Wah Cantonment,Pakistan,198891.0,1998
5729,Monclova,Mexico,198819.0,2005
6034,Coatzacoalcos,Mexico,198817.0,1990
2380,Tilburg,Netherlands,198767.0,2004
6710,Shreveport,United States,198525.0,1990
5829,Buenavista,Mexico,198404.0,2005
7186,Tacoma,United States,198397.0,2010
2667,Isparta,Turkey,198385.0,2012
4544,Kuantan,Malaysia,198356.0,1991
88,Prishtine,Kosovo,198214.0,2011
7755,Formosa,Argentina,198146.0,2001
6752,Grand Rapids,United States,198057.0,2000
2191,Petropavlovsk-Kamčatskij,Russia,198028.0,2002
2303,Groningen,Netherlands,198023.0,2014
1379,Kramators´k,Ukraine,198000.0,1989
577,Zlín,Czech Republic,198000.0,1990
1446,Luts´k,Ukraine,198000.0,1989
6633,Aurora,United States,197952.0,2010
6368,Oxnard,United States,197899.0,2010
8790,Cumaná,Venezuela,197803.0,1992
8493,Taubaté,Brazil,197801.0,1991
2040,Zlatoust,Russia,197760.0,1979
8503,Taboão da Serra,Brazil,197644.0,2000
3821,Karamay,China,197602.0,1990
3523,Acheng,China,197595.0,1990
112,Rennes,France,197536.0,1990
8767,Mérida,Venezuela,197437.0,1992
1831,Balakovo,Russia,197391.0,1989
2435,Burgas,Bulgaria,197301.0,2011
7655,Hobart,Australia,197282.0,2001
3958,Khorramshahr,Iran,197241.0,1991
1504,Severodvinsk,Russia,197232.0,1979
6020,Ciudad Madero,Mexico,197216.0,2010
3255,Northampton,United Kingdom,197199.0,2001
8007,Ribeirão das Neves,Brazil,197147.0,1996
8357,Boa Vista,Brazil,197098.0,2000
7152,Richmond,United States,196991.0,2000
446,Fuenlabrada,Spain,196986.0,2011
7558,Dosquebradas,Colombia,196926.0,2014
6208,Saskatoon,Canada,196861.0,2001
2268,Liège,Belgium,196825.0,1990
4637,Vung Tau,Vietnam,196754.0,1999
6783,Jackson,United States,196637.0,1990
7181,Spokane,United States,196588.0,2000
433,Móstoles,Spain,196524.0,2001
5087,Diwaniyah,Iraq,196519.0,1987
4797,Kusong,North Korea,196515.0,2008
4677,Atyrau,Kazakhstan,196494.0,2014
808,Miskolc,Hungary,196442.0,1990
22,Peiraias,Greece,196389.0,1981
2456,Oradea,Romania,196367.0,2011
1265,Gliwice,Poland,196361.0,2009
8312,Santa Maria,Brazil,196342.0,1991
6224,Mobile,United States,196278.0,1990
2320,Almere,Netherlands,196244.0,2014
6469,Fontana,United States,196069.0,2010
4015,Qaemshahr,Iran,196050.0,2011
6901,Yonkers,United States,196025.0,2000
4897,Aswan,Egypt,196000.0,1986
2407,Banja Luka,Bosnia and Herzegovina,195994.0,1991
6902,Yonkers,United States,195979.0,2010
2579,Aydin,Turkey,195951.0,2012
474,Pamplona,Spain,195943.0,2011
2272,Liège,Belgium,195931.0,2013
3998,Sari,Iran,195882.0,1996
8321,Viamão,Brazil,195880.0,1996
149,Le Havre,France,195854.0,1990
6608,Augusta,United States,195844.0,2010
8035,Ipatinga,Brazil,195736.0,1996
7654,Hobart,Australia,195700.0,1996
2706,Kocaeli,Turkey,195699.0,2000
8498,Embu,Brazil,195676.0,1996
8295,Alvorada,Brazil,195673.0,2010
6620,Boise City,United States,195604.0,2000
4129,Jhang,Pakistan,195558.0,1981
3724,Dezhou,China,195485.0,1990
7545,San Andres de Tumaco,Colombia,195419.0,2014
6899,Yonkers,United States,195351.0,1980
431,Móstoles,Spain,195311.0,1991
1268,Zabrze,Poland,195293.0,2002
3878,Bushehr,Iran,195222.0,2011
6226,Mobile,United States,195102.0,2010
3432,Nanping,China,195064.0,1990
3388,Aberdeen,United Kingdom,195021.0,2011
6607,Augusta,United States,195016.0,2000
9554,Mbarara,Uganda,195013.0,2014
4789,Haeju,North Korea,195000.0,1987
5991,Ciudad Victoria,Mexico,194996.0,1990
8816,Cuenca,Ecuador,194981.0,1990
6351,Glendale,United States,194943.0,2000
2366,Leiden,Netherlands,194935.0,1995
4679,Oral,Kazakhstan,194905.0,1999
6561,Orlando,United States,194880.0,2000
346,Santander,Spain,194822.0,1994
3470,Zhaoqing,China,194784.0,1990
489,Elche,Spain,194767.0,2001
3070,Uppsala,Sweden,194751.0,2009
2791,Van,Turkey,194600.0,1994
2271,Liège,Belgium,194594.0,2010
2042,Zlatoust,Russia,194551.0,2002
8842,Tébessa,Algeria,194461.0,2008
9501,Kisumu,Kenya,194390.0,1999
2828,Århus,Denmark,194345.0,1987
7823,Tarija,Bolivia,194313.0,2010
3678,Beipiao,China,194301.0,1990
4863,Be'er Sheva,Israel,194300.0,2009
3201,Bolton,United Kingdom,194189.0,2011
2915,Oulu,Finland,194181.0,2014
9441,N'Zérékoré,Guinea,194178.0,2014
1836,Ėngel's,Russia,193984.0,2002
1980,Armavir,Russia,193964.0,2002
6092,Burnaby,Canada,193954.0,2001
8400,Sumaré,Brazil,193937.0,2000
7811,Sucre,Bolivia,193876.0,2001
8239,Magé,Brazil,193851.0,2000
3679,Fengcheng,China,193784.0,1990
4626,Nam Dinh,Vietnam,193768.0,2009
5828,Buenavista,Mexico,193707.0,2000
8615,Praia Grande,Brazil,193582.0,2000
5070,Dili,Timor-Leste,193563.0,2010
1258,Bytom,Poland,193546.0,2002
6959,Dayton,United States,193536.0,1980
4905,Bani Suwayf,Egypt,193535.0,2006
6283,Little Rock,United States,193524.0,2010
519,Linz,Austria,193511.0,2013
9534,M'Bour,Senegal,193368.0,2009
6383,Moreno Valley,United States,193365.0,2010
9603,Quelimane,Mozambique,193343.0,2007
7185,Tacoma,United States,193338.0,2000
6664,Des Moines,United States,193187.0,1990
6206,Regina,Canada,193100.0,2011
6019,Ciudad Madero,Mexico,193045.0,2005
2449,Bacău,Romania,193000.0,1989
3652,Fuyu,China,192981.0,1990
1133,Klaipeda,Lithuania,192954.0,2001
8326,São Leopoldo,Brazil,192895.0,2000
5737,Gómez Palacio,Mexico,192888.0,1995
4276,Barisal,Bangladesh,192810.0,2001
8404,Hortolândia,Brazil,192692.0,2010
5073,Ar Ramadi,Iraq,192556.0,1987
5728,Monclova,Mexico,192554.0,2000
5682,Ensenada,Mexico,192550.0,1995
1269,Zabrze,Poland,192546.0,2005
3542,Xinyang,China,192509.0,1990
2696,Kirikkale,Turkey,192473.0,2012
3334,Brighton and Hove,United Kingdom,192453.0,1991
2269,Liège,Belgium,192393.0,1995
2434,Burgas,Bulgaria,192390.0,2001
1507,Severodvinsk,Russia,192353.0,2010
3613,Dongtai,China,192247.0,1990
0,Tirana,Albania,192000.0,1987
809,Miskolc,Hungary,192000.0,1992
6818,Lincoln,United States,191972.0,1990
6653,Fort Wayne,United States,191839.0,1990
7571,Barrancabermeja,Colombia,191784.0,2014
7089,Irving,United States,191733.0,2000
487,Elche,Spain,191713.0,1991
6352,Glendale,United States,191713.0,2010
1068,Genève,Switzerland,191557.0,2013
5018,Probolinggo,Indonesia,191522.0,2000
4628,Long Xuyen,Vietnam,191456.0,1999
6147,Windsor,Canada,191435.0,1991
3744,Yuci,China,191356.0,1990
488,Elche,Spain,191305.0,1994
7202,Madison,United States,191262.0,1990
7863,Itabuna,Brazil,191184.0,2000
9433,Al Gedaref,Sudan,191164.0,1993
7409,San Miguel,El Salvador,191116.0,1992
6344,Huntington Beach,United States,191037.0,2010
9454,Bahir Dar,Ethiopia,191016.0,2012
6663,Des Moines,United States,191003.0,1980
2441,Arad,Romania,191000.0,1989
4220,Farg'ona,Uzbekistan,191000.0,1993
9282,Ashiaman,Ghana,190972.0,2010
9523,Kaolack,Senegal,190927.0,2009
150,Le Havre,France,190905.0,1999
5693,Campeche,Mexico,190813.0,2000
1777,Nižnekamsk,Russia,190793.0,1989
3559,Honghu,China,190772.0,1990
651,Kassel,Germany,190765.0,2011
2704,Kocaeli,Turkey,190741.0,1990
7094,Amarillo,United States,190701.0,2010
4178,Sukkur,Pakistan,190551.0,1981
4163,Dera Ghazi Khan,Pakistan,190542.0,1998
6202,Richmond,Canada,190473.0,2011
33,Patra,Greece,190463.0,1991
8172,Petrolina,Brazil,190453.0,1996
6144,Kitchener,Canada,190399.0,2001
281,Jerez de la Frontera,Spain,190390.0,1994
7979,Várzea Grande,Brazil,190374.0,1996
6227,Montgomery,United States,190350.0,1990
3560,Echeng,China,190123.0,1990
1272,Tychy,Poland,190000.0,1990
5704,Tapachula,Mexico,189991.0,2005
7784,Santiago del Estero,Argentina,189947.0,1991
872,Bréscia,Italy,189902.0,2011
6601,Columbus,United States,189885.0,2010
5984,Nogales,Mexico,189759.0,2005
8511,Marília,Brazil,189719.0,2000
259,Almería,Spain,189680.0,2011
4188,Mirpur Khas,Pakistan,189671.0,1998
7803,Potosí,Bolivia,189652.0,2012
4923,Suhaj,Egypt,189638.0,2006
8374,Criciúma,Brazil,189630.0,2010
6343,Huntington Beach,United States,189591.0,2000
1259,Bytom,Poland,189535.0,2005
8645,Talca,Chile,189505.0,2002
9000,Luanda,Angola,189500.0,1960
5835,San Pablo,Mexico,189453.0,2010
8331,Rio Grande,Brazil,189429.0,2010
2415,Split,Croatia,189388.0,1991
7164,Arlington,United States,189385.0,2000
6846,Sunrise Manor,United States,189372.0,2010
518,Linz,Austria,189311.0,2010
3725,Heze,China,189293.0,1990
4185,Nawabshah,Pakistan,189244.0,1998
9128,Minna,Nigeria,189191.0,1991
5689,La Paz,Mexico,189176.0,2005
6751,Grand Rapids,United States,189126.0,1990
394,Sabadell,Spain,189006.0,1994
6359,Modesto,United States,188947.0,2000
5727,Monclova,Mexico,188850.0,1995
1981,Armavir,Russia,188832.0,2010
6355,San Bernardino,United States,188742.0,2000
4057,Gorgan,Iran,188710.0,1996
772,Saarbrücken,Germany,188702.0,1987
2416,Split,Croatia,188694.0,2001
4734,Kyzylorda,Kazakhstan,188682.0,2009
8942,Mohammedia,Morocco,188619.0,2004
332,Santa Cruz de Tenerife,Spain,188477.0,2001
7857,Vitória da Conquista,Brazil,188351.0,1991
5967,Los Mochis,Mexico,188349.0,1995
2319,Almere,Netherlands,188209.0,2010
1270,Zabrze,Poland,188122.0,2009
1819,Syzran',Russia,188107.0,2002
3758,Daxian,China,188101.0,1990
6900,Yonkers,United States,188082.0,1990
134,Reims,France,188078.0,2006
6753,Grand Rapids,United States,188051.0,2010
7985,Rondonópolis,Brazil,188028.0,2010
9344,Tabora,Tanzania,188005.0,2002
6556,Hialeah,United States,188004.0,1990
1866,Novočerkassk,Russia,187973.0,1989
1586,Podol'sk,Russia,187961.0,2010
6926,Durham,United States,187950.0,2000
733,Hagen,Germany,187944.0,2011
8801,Cabimas,Venezuela,187930.0,1992
2789,Usak,Turkey,187886.0,2012
871,Bréscia,Italy,187865.0,2001
4275,Barisal,Bangladesh,187742.0,1991
5861,Uruapan,Mexico,187623.0,1990
2302,Groningen,Netherlands,187622.0,2010
2581,Balikesir,Turkey,187600.0,1994
2660,Tarsus,Turkey,187508.0,1990
3368,Bournemouth,United Kingdom,187503.0,2011
2725,Manisa,Turkey,187500.0,1994
2022,Kamensk-Ural'skij,Russia,187401.0,1979
23,Peiraias,Greece,187399.0,1991
7570,Barrancabermeja,Colombia,187311.0,2005
3745,Linfen,China,187309.0,1990
650,Kassel,Germany,187288.0,1987
5780,Chilpancingo,Mexico,187251.0,2010
133,Reims,France,187206.0,1999
8776,Baruta,Venezuela,187070.0,1992
2557,Afyonkarahisar,Turkey,186991.0,2012
9139,Ife,Nigeria,186856.0,1991
6784,Jackson,United States,186843.0,2000
9320,Tanga,Tanzania,186818.0,1988
3314,Norwich,United Kingdom,186682.0,2011
2150,Yakutsk,Russia,186626.0,1989
6606,Augusta,United States,186616.0,1990
2563,Aksaray,Turkey,186599.0,2012
7899,Juazeiro do Norte,Brazil,186490.0,1996
7137,Salt Lake City,United States,186443.0,2010
7628,Sunshine Coast,Australia,186391.0,2001
8127,Foz do Iguaçu,Brazil,186385.0,1991
9069,Luanshya,Zambia,186372.0,2000
1266,Gliwice,Poland,186347.0,2012
3561,Tianmen,China,186332.0,1990
8367,Blumenau,Brazil,186327.0,1991
8084,Santarém,Brazil,186297.0,2000
8089,Marabá,Brazil,186270.0,2010
6600,Columbus,United States,186213.0,2000
7076,Lubbock,United States,186206.0,1990
2024,Kamensk-Ural'skij,Russia,186153.0,2002
6841,Paradise,United States,186070.0,2000
6207,Saskatoon,Canada,186058.0,1991
2395,Sittard-Geleen,Netherlands,186011.0,1995
9153,Gaborone,Botswana,186007.0,2001
1533,Velikij Novgorod,Russia,186003.0,1979
2752,Sakarya,Turkey,186000.0,1994
4792,Anju,North Korea,186000.0,1987
7602,Bayamón,Puerto Rico,185996.0,2010
4257,Kutaisi,Georgia,185965.0,2002
1067,Genève,Switzerland,185958.0,2009
1974,Novorossiysk,Russia,185938.0,1989
3579,Yiyang,China,185818.0,1990
438,Leganés,Spain,185758.0,2011
2270,Liège,Belgium,185639.0,2000
3937,Sirjan,Iran,185623.0,2011
3316,Luton,United Kingdom,185543.0,2001
329,Donostia,Spain,185512.0,2011
944,Prato,Italy,185456.0,2011
2693,Kirikkale,Turkey,185431.0,1990
1918,Berezniki,Russia,185395.0,1979
151,Le Havre,France,185311.0,2006
4862,Be'er Sheva,Israel,185300.0,2006
6043,Poza Rica de Hidalgo,Mexico,185242.0,2010
8515,Presidente Prudente,Brazil,185229.0,2000
3387,Aberdeen,United Kingdom,185226.0,2001
7686,Wellington,New Zealand,185187.0,2006
8742,Barinas,Venezuela,185171.0,1992
3433,Quanzhou,China,185154.0,1990
9499,Kisumu,Kenya,185100.0,1989
3726,Rizhao,China,185048.0,1990
4246,Nukus,Uzbekistan,185000.0,1993
7497,Tunja,Colombia,184864.0,2014
393,Sabadell,Spain,184859.0,1991
2651,Iskenderun,Turkey,184833.0,2012
3191,Middlesbrough,United Kingdom,184773.0,1991
4936,Banda Aceh,Indonesia,184699.0,1990
469,Cartagena,Spain,184686.0,2001
9126,Ikorodu,Nigeria,184674.0,1991
1867,Novočerkassk,Russia,184470.0,2002
9319,Moshi,Tanzania,184292.0,2012
8072,Santa Luzia,Brazil,184208.0,2000
345,Santander,Spain,184165.0,1991
810,Miskolc,Hungary,184125.0,2001
2529,Sibiu,Romania,184000.0,1989
4222,Qo‘qon,Uzbekistan,184000.0,1993
7653,Hobart,Australia,184000.0,1990
473,Pamplona,Spain,183964.0,2001
8835,Sidi Bel Abbës,Algeria,183931.0,1998
517,Linz,Austria,183904.0,2001
6919,Greensboro,United States,183894.0,1990
3986,Borujerd,Iran,183879.0,1986
395,Sabadell,Spain,183788.0,2001
8996,El Aaiun,Western Sahara,183691.0,2004
5444,Yeosu,South Korea,183557.0,1995
6832,Reno,United States,183547.0,2000
3068,Uppsala,Sweden,183472.0,1995
8523,São Carlos,Brazil,183433.0,2000
1646,Korolëv,Russia,183402.0,2010
8527,Jacareí,Brazil,183377.0,2000
8113,São José dos Pinhais,Brazil,183366.0,2000
8294,Alvorada,Brazil,183365.0,2000
9467,Harar,Ethiopia,183344.0,2007
4549,Taiping,Malaysia,183320.0,2000
3185,Sunderland,United Kingdom,183310.0,1991
282,Jerez de la Frontera,Spain,183273.0,2001
1260,Bytom,Poland,183251.0,2009
7862,Itabuna,Brazil,183237.0,1996
7590,Tuluá,Colombia,183236.0,2005
5091,Al Kut,Iraq,183183.0,1987
4548,Taiping,Malaysia,183165.0,1991
8771,Los Teques,Venezuela,183142.0,2000
6282,Little Rock,United States,183123.0,2000
3254,Northampton,United Kingdom,183082.0,1991
1865,Novočerkassk,Russia,183055.0,1979
8775,Baruta,Venezuela,182941.0,1990
8839,Skikda,Algeria,182903.0,2008
2585,Batman,Turkey,182800.0,1994
4851,Petah Tiqwa,Israel,182800.0,2006
445,Fuenlabrada,Spain,182705.0,2001
4542,Seremban,Malaysia,182584.0,1991
3759,Deyang,China,182488.0,1990
472,Pamplona,Spain,182465.0,1994
3380,Swindon,United Kingdom,182441.0,2011
8502,Taboão da Serra,Brazil,182441.0,1996
6018,Ciudad Madero,Mexico,182325.0,2000
3760,Guangyuan,China,182241.0,1990
8531,Americana,Brazil,182159.0,2000
2925,Turku,Finland,182154.0,2014
9038,Kikwit,Zaire,182142.0,1994
3386,Aberdeen,United Kingdom,182133.0,1991
6960,Dayton,United States,182044.0,1990
6125,Vaughan,Canada,182022.0,2001
8167,Caruaru,Brazil,182012.0,1991
8707,Sullana,Peru,181954.0,2007
5145,Duma,Syria,181934.0,2004
24,Peiraias,Greece,181933.0,2001
4945,Binjai,Indonesia,181904.0,1990
9087,Djougou,Benin,181895.0,2002
6750,Grand Rapids,United States,181843.0,1980
3614,Changshu,China,181805.0,1990
3159,Amadora,Portugal,181774.0,1991
2204,Južno-Sachalinsk,Russia,181728.0,2010
8544,Rio Claro,Brazil,181720.0,2010
7136,Salt Lake City,United States,181619.0,2000
280,Jerez de la Frontera,Spain,181602.0,1991
8828,Batna,Algeria,181601.0,1987
4687,Aktau,Kazakhstan,181526.0,2014
6342,Huntington Beach,United States,181519.0,1990
7836,Arapiraca,Brazil,181481.0,2010
3853,Khoy,Iran,181465.0,2006
3434,Zhangzhou,China,181424.0,1990
6569,Tallahassee,United States,181383.0,2010
3963,Dezful,Iran,181309.0,1991
1835,Ėngel's,Russia,181201.0,1989
6736,Worcester,United States,181041.0,2010
1380,Kramators´k,Ukraine,181025.0,2001
7993,Dourados,Brazil,181005.0,2010
1585,Podol'sk,Russia,180963.0,2002
7161,Newport News,United States,180918.0,2010
9045,Tshikapa,Zaire,180860.0,1994
1001,Réggio di Calabria,Italy,180817.0,2011
8044,Sete Lagoas,Brazil,180785.0,2000
1223,Rzeszów,Poland,180776.0,2012
246,Saint-Étienne,France,180773.0,2006
4290,Tongi,Bangladesh,180754.0,1991
135,Reims,France,180752.0,2011
8325,São Leopoldo,Brazil,180741.0,1996
347,Santander,Spain,180717.0,2001
8506,Suzano,Brazil,180703.0,1996
7569,Barrancabermeja,Colombia,180653.0,1995
3810,Hailar,China,180650.0,1990
7084,Garland,United States,180650.0,1990
132,Reims,France,180620.0,1990
4711,Temirtau,Kazakhstan,180608.0,2012
4552,Georgetown,Malaysia,180573.0,2000
8238,Magé,Brazil,180550.0,1996
2123,Noril'sk,Russia,180358.0,1979
2464,Brăila,Romania,180302.0,2011
3761,Nanchong,China,180273.0,1990
7160,Newport News,United States,180272.0,2000
4132,Bahawalpur,Pakistan,180263.0,1981
2386,Breda,Netherlands,180263.0,2014
6233,Huntsville,United States,180241.0,2010
245,Saint-Étienne,France,180210.0,1999
3653,Jiutai,China,180130.0,1990
8335,Passo Fundo,Brazil,180120.0,2010
7574,Sincelejo,Colombia,180076.0,1995
6350,Glendale,United States,180038.0,1990
8082,Santarém,Brazil,180018.0,1991
